Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,DT50,logDT50,logfoc,StudyT,Dispersant,logTdose,logDose,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_t-butyl_C4,chain:alkaneBranch_neopentyl_C5,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_pentyl_C5,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclohexene,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1,chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[6_6]_naphthalene,ring:fused_[6_6]_tetralin,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,Inoculum description,Inoculum assignment,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_biohcw,SMILES2
693,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,80.58139535,1.906234783,,30,No,1.602059991,1.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Silty clay soil,,Soil,Singapore,,,The soil was sieved (<2 mm) to obtain a homogeneous texture.,Open microcosm in 1L glass vessel,0.5,,,12.5,,No,,Yes,Open microcosm,37,Abiotic control,HgCl2,Single constituent,,Solid,Solvent dissolved (hexane and acetone) added to soil and mixed,40,40,34.41226054,First order rate constant,0.9068,,0.0086,80.58139535,Wong 2005,1440ppm Zinc,Experiment volume assumed,L,N ,L,H,H,M,N ,M,H,N/A,N/A,H,M,H,H,2.0,2.7,0,2.3,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
694,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,58.05780347,1.763860601,-0.397940009,25,No,2.698970004,2.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sand Soil,Agricultural soil,Soil,"Sutton Hoo, UK","52°06'47.4""N 1°20'43.6""E",,Sieved through 2mm mesh and stored at 4oC,Closed microcosm in 50ml glass bottle. ,0.04,0.4,,15.6 (60% WHC),,No,,Yes,Regular venting,134,Abiotic control,2% Sodium Azide,Single constituent,,Solid,"Solvent dissolved (dichloromethane) added to soil, mixed and vented with compressed air",500,500,56.95067265,Lag + First order rate constant,0.9584,18,0.0173,40.05780347,Smith 1997,No amendment,,L,N ,L,H,H,H,N ,H,H,N/A,N/A,H,M,H,H,2.2,2.8,0,2.5,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
695,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,57.58878505,1.760337916,-0.397940009,25,No,2.698970004,2.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sand Soil,Agricultural soil,Soil,"Sutton Hoo, UK","52°06'47.4""N 1°20'43.6""E",,Sieved through 2mm mesh and stored at 4oC,Closed microcosm in 50ml glass bottle. ,0.04,0.4,,15.6 (60% WHC),,No,,Yes,Regular venting,134,Abiotic control,2% Sodium Azide,Single constituent,,Solid,"Solvent dissolved (dichloromethane) added to soil, mixed and vented with compressed air",500,500,84.30493274,Lag + First order rate constant,0.9576,36,0.0321,21.58878505,Smith 1997,C:N:P 100:10:1,,L,N ,L,H,H,H,N ,H,H,N/A,N/A,H,M,H,H,2.2,2.8,0,2.5,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
696,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,14.27941176,1.154710317,0.477121255,21,No,1.698970004,1.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Artificial soil (70% Sand; 22% Silt; 5% clay; 3% black soil),Artificial soil,Soil,"Kathankulathur, India","12°49'06.7""N 80°02'59.2""E",,,Closed microcosm in 1L glass bottle but with intermitent air flow,0.05,3,,57% WHC,,No,,Yes,Each microcosm setup was flushed with air for a duration of 10min every 48h,28,Abiotic control,Not described. Likely autoclave treatment. Throughout the study the abiotic control showed a nominal removal,Synthetic mixture,,Solid,Solvent dissolved (acetone) and mixed with soil. Solvent evaporated by incubating at room temperature for 24 hours,50,50,3.194444444,Lag + First order rate constant,0.948,7,0.0952,7.279411765,Rathankumar 2020,Amendment added,Nominal starting concentration used,L,Y,H,H,H,M,N ,H,H,N/A,N/A,H,M,M,H,2.4,2.7,1,2.5,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
697,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,5.065789474,0.704647137,0.117271296,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Soil near river estuary,Urban soil,Soil,"Seine river, Pettiville, France","49°25'52.6""N 0°36'08.6""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,1.31,,28.7 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,30,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,0.794,Zero or first order constant,0.9888,,0.1368,5.065789474,Crampton 2014,Had 0.89mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
698,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,20.81081081,1.318289001,0.596597096,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Soil near river estuary,Urban soil,Soil,"Seine river, Oissel, France","49°21'48.3""N 1°07'22.7""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,3.95,,37.45 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,60,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,5.937,First order rate constant,0.8964,,0.0333,20.81081081,Crampton 2014,Had 4.24mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
699,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,20.68656716,1.315688428,0.781755375,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Forest Soil,Forest soil,Soil,"La Mailleraye-sur-Seine, France","49°25'44.3""N 0°47'08.2""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,6.05,,38.85 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,60,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,7.131,First order rate constant,0.7841,,0.0335,20.68656716,Crampton 2014,Had 4.48mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
700,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,14.20081967,1.152313413,0.008600172,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Écretteville-lès-Baons, France","49°37'29.3""N 0°40'08.7""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,1.02,,20.65 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,60,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,2.703,First order rate constant,0.9485,,0.0488,14.20081967,Crampton 2014,Had 0.45mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
701,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,27.8313253,1.444533888,0.271841607,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Écretteville-lès-Baons, France","49°38'02.9""N 0°40'38.1""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,1.87,,26.81 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,90,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,6.420,First order rate constant,0.827,,0.0249,27.8313253,Crampton 2014,Had 0.32mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
702,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,5.736754967,0.7586663,0.008600172,20,No,2.477121255,2.477121255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Soil near river estuary,Urban soil,Soil,"Seine river, Pettiville, France","49°25'52.6""N 0°36'08.6""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in 100mL glass flask. Sealed and incubated in dark,0.035,1.02,,28.7 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,30,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",300,300,9.865771812,First order rate constant,0.9628,,0.1208,5.736754967,Crampton 2017,Had 0.89mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
703,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,10.22123894,1.009503541,0.271841607,20,No,2.477121255,2.477121255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Écretteville-lès-Baons, France","49°38'02.9""N 0°40'38.1""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in 100mL glass flask. Sealed and incubated in dark,0.035,1.87,,26.81 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,50,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",300,300,12.88590604,First order rate constant,0.9059,,0.0678,10.22123894,Crampton 2017,Had 0.32mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
704,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,6.140871177,0.788229987,-0.698970004,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,0.2,,14.25 (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Lag + First order rate constant,0.879,4,0.3237,2.140871177,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
705,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,3.002314145,0.477456132,0.041392685,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,1.1,,15.75 (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Lag + First order rate constant,0.9194,2,0.6914,1.002314145,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
706,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,5.576074596,0.746328575,0.653212514,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,4.5,,30.75 (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Lag + First order rate constant,0.9465,4,0.4397,1.576074596,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
707,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,28.88283379,1.460639801,0.851258349,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,7.1,,39 (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Lag + First order rate constant,0.8154,10,0.0367,18.88283379,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
708,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,25.01805054,1.398253466,0.477121255,21,No,1.698970004,1.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Artificial soil (70% Sand; 22% Silt; 5% clay; 3% black soil),Artificial soil,Soil,"Kathankulathur, India","12°49'06.7""N 80°02'59.2""E",,,Closed microcosm in 1L glass bottle but with intermitent air flow,0.05,3,,57% WHC,,No,,Yes,Each microcosm setup was flushed with air for a duration of 10min every 48h,28,Abiotic control,Not described. Likely autoclave treatment. Throughout the study the abiotic control showed a nominal removal,Synthetic mixture,,Solid,Solvent dissolved (acetone) and mixed with soil. Solvent evaporated by incubating at room temperature for 24 hours,50,50,11.34259259,Lag + First order rate constant,0.9848,0,0.0277,25.01805054,Rathankumar 2020,No amendment,Nominal starting concentration used,L,Y,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,2.6,2.7,1,2.6,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
709,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,26.5,1.423245874,,28,No,2.899820502,2.899820502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Bari, Italy","41°03'16.8""N 16°46'29.6""E",,Sieved through a 1.7-mm mesh and stored in the dark at 4oC until used,,,,,24,,No,,Yes,Suffient oxygen in headspace for complete degradatation,45,Abiotic control,Extended Autoclave,Single constituent,,Solid,Dissolved in solvent and added to bottle. Solvent evaporated before adding slurry.,794,794,163,Lag + First order rate constant,0.9968,11,0.0447,15.5,Colombo 2011,11ppm cadium,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,H,H,3.0,2.7,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
710,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,32.3889,1.510396199,,28,No,2.899820502,2.899820502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Bari, Italy","41°03'16.8""N 16°46'29.6""E",,Sieved through a 1.7-mm mesh and stored in the dark at 4oC until used,,,,,24,,No,,Yes,Suffient oxygen in headspace for complete degradatation,45,Abiotic control,Extended Autoclave,Single constituent,,Solid,Dissolved in solvent and added to bottle. Solvent evaporated before adding slurry.,794,794,217,Lag + First order rate constant,0.9118,11,0.0324,21.3889,Colombo 2011,750ppm arsenate + 11ppm cadmium,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,H,H,3.0,2.7,0,2.8,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
711,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,4.654130289,0.667838537,,21,No,2.698970004,2.176091259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dystrophic clayey Oxisol Soil,Urban soil,Soil,"Campinas, Brazil","22°48’57’’S, 47°03’33’’W",,,Closed microcosm in 1.5L glass jars. Lid not described. ,0.3,,,55% WHC,,Yes,Mixed before each sampling,Yes,Large headspace and microcosm vessel opend every 3 days,30,Abiotic control,Not described.,Synthetic mixture,,Solid,Solvent dissolved (toluene) added to soil and evaporated over 48 hours,500,150,3,First order rate constant,0.9022,,0.1489,4.654130289,Piubeli 2018,,,L,N ,L,L,H,H,N ,H,H,N/A,N/A,L,M,M,H,1.8,2.3,0,2.1,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
712,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,11.05,1.043362278,1.041392685,20,No,3.80009818,1.97510999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,94.43,10.77317391,Multiphasic kinetic model,0.885913651,,,,Deary 2016,Cd low 100mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
713,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,39.31,1.594503044,1.041392685,20,No,3.80009818,1.97510999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,94.43,15.70086299,Multiphasic kinetic model,0.833730139,,,,Deary 2016,Cd med 250mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
714,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,74.58,1.872622379,1.041392685,20,No,3.80009818,1.97510999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,94.43,18.65186856,Multiphasic kinetic model,0.802479418,,,,Deary 2016,Cd high 500mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
715,Phenanthrene,PAH,14,85-01-8,c1ccc2c(c1)ccc3ccccc23,43.56,1.639087871,1.041392685,20,No,3.80009818,1.97510999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,94.43,16.07585764,Multiphasic kinetic model,0.829759,,,,Deary 2016,Pb low 100mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,14.97,1.1752,c1ccc2c(c1)ccc3ccccc23
